y,rho,u,v,p,uu,vv,ww,uv,uw,vw,pp,Sij^2
1.5995995995995997,0.9961958928571423,1.125605357142858,-0.061628946428571474,17.72953571428574,0.0015840085427278883,0.0012612836763899807,3.807507371630735e-05,0.00022773832649883308,-6.525360764110381e-06,3.738365069814257e-06,-0.0034009298474870775,0.038072544642857135
1.6036036036036037,0.9962047899159664,1.1254966386554617,-0.06123852941176472,17.72962184873951,0.0015707617534077567,0.0012476660448961945,3.663603022970214e-05,0.00022615396712803715,-6.5717570942713105e-06,2.872252241852871e-06,-0.0009194707299116089,0.03766599159663866
1.6076076076076076,0.9962080468750003,1.1254742187500002,-0.06083546093749999,17.7296796875,0.0015593454290767639,0.001232079505021912,3.6169627583334115e-05,0.00022579755842896954,-7.143325371312747e-06,3.7225001166880833e-06,-0.001307446350040209,0.037286406249999994
1.6116116116116115,0.996210703125,1.1254757812499994,-0.06042797656249998,17.729703125000004,0.0015394220697033667,0.0012171033985619536,3.549354322300865e-05,0.0002251538185363139,-7.035781255006126e-06,3.6560566788892654e-06,-0.0007322756348457915,0.036925664062499995
1.6156156156156154,0.996211171875,1.1255164062499994,-0.06001294531249999,17.729632812500007,0.0015221942620862183,0.0012020807699188864,3.48141377563798e-05,0.00022454672410272825,-6.922657458307874e-06,3.589193054974391e-06,0.0014484589232210965,0.03658280468749999
1.6196196196196198,0.9962103125000003,1.1256015624999998,-0.05958982031249997,17.72960156250001,0.0015000287475592788,0.0011869689401239644,3.413017640310843e-05,0.00022434797784418037,-6.8148261873716965e-06,3.522014059731914e-06,0.00044718499748341856,0.03625825781250002
1.6236236236236237,0.9962887499999997,1.1239187500000003,-0.05962376562499999,17.731585937500004,0.0014996121484365244,0.001177447197695069,3.4050490751531725e-05,0.0002129712565429459,-6.780678450683938e-06,3.519491906300059e-06,-0.0035148589483355863,0.0354622421875
1.6276276276276276,0.9963004687500008,1.1237093750000007,-0.0592909765625,17.731726562500004,0.0014756780371081302,0.0011642597857650797,3.350661660163923e-05,0.00021131059118657813,-6.687780676730955e-06,3.4660749585907874e-06,0.0010293627315149934,0.035079140625000005
1.6316316316316315,0.9963125000000008,1.1235085937500007,-0.05896404687500003,17.7318515625,0.0014596897698953004,0.0011513630511228003,3.297753973311511e-05,0.0002099571363404079,-6.603553258815271e-06,3.4141853685965184e-06,0.0058932904665880415,0.03470608593749999
1.6356356356356354,0.9963242187500007,1.1232843749999992,-0.05861896875000001,17.732398437499974,0.0014376816308618867,0.0011380641589365222,3.243001562158244e-05,0.00020816230048824325,-6.510741276542878e-06,3.3598275576880774e-06,-0.003579346251228799,0.034313148437499996
