y,U,UpUp,V,VpVp,Pxx,Pyy
-1.8912,1.1066,0.00059086,0.040059,0.00042087,4.2969e-05,3.5273e-05
-1.8896,1.1066,0.00059304,0.040152,0.00042261,4.3218e-05,3.5458e-05
-1.888,1.1067,0.00059522,0.040246,0.00042433,4.347e-05,3.5641e-05
-1.8864,1.1068,0.00059738,0.04034,0.00042603,4.3724e-05,3.5823e-05
-1.8848,1.1069,0.00059905,0.040432,0.00042799,4.4039e-05,3.5957e-05
-1.8832,1.1069,0.00060138,0.040528,0.00042999,4.4291e-05,3.6162e-05
-1.8816,1.107,0.00060388,0.040625,0.00043206,4.4532e-05,3.6384e-05
-1.88,1.1071,0.00060639,0.040723,0.00043418,4.4776e-05,3.661e-05
-1.8784,1.1072,0.0006089,0.040821,0.00043638,4.5025e-05,3.6836e-05
-1.8768,1.1073,0.00061141,0.040919,0.00043859,4.5277e-05,3.7062e-05
-1.8752,1.1073,0.00061391,0.041017,0.00044077,4.5532e-05,3.7287e-05
-1.8735,1.1074,0.00061639,0.041115,0.00044294,4.5789e-05,3.7509e-05
-1.8719,1.1075,0.00061887,0.041214,0.00044509,4.6049e-05,3.7731e-05
-1.8703,1.1076,0.00062133,0.041312,0.00044721,4.6312e-05,3.795e-05
-1.8687,1.1076,0.00062377,0.04141,0.00044932,4.6577e-05,3.8168e-05
-1.8671,1.1077,0.0006262,0.041508,0.0004514,4.6845e-05,3.8384e-05
-1.8655,1.1078,0.00062863,0.041606,0.00045346,4.7116e-05,3.8598e-05
-1.8639,1.1079,0.00063108,0.041704,0.00045542,4.7382e-05,3.8814e-05
-1.8623,1.108,0.00063356,0.041802,0.0004573,4.7644e-05,3.9032e-05
-1.8607,1.108,0.00063605,0.0419,0.00045912,4.7905e-05,3.925e-05
-1.8591,1.1081,0.00063855,0.041997,0.0004609,4.8166e-05,3.9469e-05
-1.8575,1.1082,0.00064106,0.042095,0.00046264,4.8425e-05,3.9688e-05
-1.8559,1.1083,0.00064358,0.042193,0.00046432,4.8684e-05,3.9908e-05
-1.8543,1.1084,0.0006461,0.04229,0.00046598,4.8944e-05,4.0127e-05
-1.8527,1.1084,0.00064861,0.042388,0.00046762,4.9206e-05,4.0346e-05
-1.8511,1.1085,0.00065111,0.042486,0.00046926,4.9471e-05,4.0563e-05
-1.8495,1.1086,0.00065361,0.042584,0.00047088,4.9739e-05,4.0779e-05
-1.8479,1.1087,0.00065609,0.042682,0.00047248,5.0009e-05,4.0994e-05
-1.8463,1.1088,0.00065856,0.04278,0.00047408,5.0282e-05,4.1208e-05
-1.8447,1.1095,0.00066151,0.042904,0.00047627,5.5871e-05,4.1276e-05
-1.8431,1.1096,0.00066431,0.043005,0.00047876,5.6187e-05,4.1503e-05
-1.8415,1.1097,0.00066708,0.043106,0.00048123,5.6505e-05,4.1728e-05
-1.8399,1.1098,0.00066985,0.043207,0.00048368,5.6827e-05,4.1952e-05
-1.8383,1.1098,0.00067259,0.043308,0.00048611,5.7151e-05,4.2174e-05
-1.8367,1.1099,0.00067534,0.043409,0.00048852,5.7478e-05,4.2394e-05
-1.8351,1.11,0.00067806,0.043509,0.00049091,5.7808e-05,4.2612e-05
-1.8335,1.1101,0.00068077,0.04361,0.00049327,5.8141e-05,4.2829e-05
-1.8319,1.1101,0.00068348,0.043711,0.00049562,5.8476e-05,4.3044e-05
-1.8303,1.1096,0.00068491,0.043794,0.00049644,5.3329e-05,4.3515e-05
-1.8287,1.1096,0.00068778,0.043898,0.00049864,5.3607e-05,4.3795e-05
-1.8271,1.1097,0.00069063,0.044003,0.00050082,5.3888e-05,4.4072e-05
-1.8255,1.1098,0.00069347,0.044108,0.00050298,5.4172e-05,4.4348e-05
-1.8239,1.1099,0.0006963,0.044213,0.00050511,5.4459e-05,4.4623e-05
-1.8223,1.11,0.00069912,0.044318,0.00050722,5.475e-05,4.4895e-05
-1.8207,1.1101,0.00070192,0.044422,0.00050932,5.5043e-05,4.5165e-05
-1.8191,1.1102,0.0007047,0.044527,0.00051138,5.534e-05,4.5433e-05
-1.8175,1.1102,0.00070748,0.044632,0.00051343,5.564e-05,4.57e-05
-1.8159,1.1103,0.00071024,0.044737,0.00051546,5.5943e-05,4.5964e-05
-1.8143,1.1104,0.00071299,0.044842,0.00051746,5.625e-05,4.6227e-05
-1.8127,1.1105,0.00071573,0.044947,0.00051954,5.6564e-05,4.6487e-05
-1.8111,1.1106,0.00071853,0.045053,0.00052209,5.6908e-05,4.6742e-05
-1.8095,1.1106,0.00072131,0.045158,0.00052461,5.7254e-05,4.6995e-05
-1.8079,1.1107,0.00072408,0.045264,0.00052711,5.7603e-05,4.7246e-05
-1.8063,1.1108,0.00072684,0.04537,0.00052959,5.7956e-05,4.7496e-05
-1.8047,1.1109,0.00072958,0.045476,0.00053205,5.8311e-05,4.7744e-05
-1.8031,1.111,0.00073266,0.045585,0.00053462,5.8629e-05,4.8053e-05
-1.8015,1.111,0.00073573,0.045695,0.00053717,5.895e-05,4.8363e-05
-1.7999,1.1111,0.00073878,0.045804,0.0005397,5.9273e-05,4.867e-05
-1.7983,1.1112,0.00074182,0.045914,0.0005422,5.96e-05,4.8975e-05
-1.7967,1.1113,0.00074486,0.046023,0.00054468,5.9931e-05,4.9279e-05
-1.7951,1.1114,0.00074786,0.046133,0.00054713,6.0264e-05,4.958e-05
-1.7935,1.1115,0.00075087,0.046242,0.00054956,6.0601e-05,4.9879e-05
-1.7919,1.1116,0.00075385,0.046351,0.00055197,6.0942e-05,5.0177e-05
-1.7903,1.1116,0.00075683,0.046461,0.00055435,6.1285e-05,5.0472e-05
-1.7887,1.1117,0.00075978,0.04657,0.00055671,6.1632e-05,5.0765e-05
-1.7871,1.1118,0.00076272,0.04668,0.00055904,6.1982e-05,5.1057e-05
-1.7855,1.1119,0.00076565,0.046789,0.00056135,6.2336e-05,5.1346e-05
-1.7839,1.112,0.00076857,0.046899,0.00056364,6.2693e-05,5.1633e-05
-1.7823,1.1121,0.00077147,0.047008,0.0005659,6.3053e-05,5.1918e-05
-1.7807,1.1121,0.00077443,0.047116,0.00056811,6.3416e-05,5.2183e-05
-1.7791,1.1122,0.00077744,0.047224,0.0005703,6.3782e-05,5.2449e-05
-1.7775,1.1123,0.00078091,0.047334,0.00057282,6.4126e-05,5.2755e-05
-1.7759,1.1124,0.00078439,0.047446,0.0005758,6.4491e-05,5.3078e-05
-1.7743,1.1125,0.00078786,0.047558,0.00057875,6.4859e-05,5.34e-05
-1.7727,1.1126,0.00079132,0.04767,0.00058167,6.5231e-05,5.3719e-05
-1.7711,1.1126,0.00079475,0.047783,0.00058457,6.5605e-05,5.4036e-05
-1.7695,1.1127,0.00079818,0.047895,0.00058745,6.5984e-05,5.4351e-05
-1.7679,1.1128,0.00080159,0.048007,0.00059029,6.6365e-05,5.4664e-05
-1.7663,1.1129,0.00080499,0.048119,0.00059312,6.675e-05,5.4975e-05
-1.7647,1.113,0.00080838,0.048232,0.00059592,6.7139e-05,5.5284e-05
-1.7631,1.1131,0.00081174,0.048344,0.00059869,6.753e-05,5.5591e-05
-1.7615,1.1131,0.0008151,0.048456,0.00060144,6.7925e-05,5.5895e-05
-1.7599,1.1132,0.00081844,0.048568,0.00060416,6.8324e-05,5.6198e-05
-1.7583,1.1133,0.00082177,0.04868,0.00060686,6.8726e-05,5.6499e-05
-1.7567,1.1134,0.00082508,0.048793,0.00060953,6.9131e-05,5.6797e-05
-1.7551,1.1135,0.00082838,0.048905,0.00061218,6.954e-05,5.7094e-05
-1.7535,1.1136,0.00083167,0.049017,0.0006148,6.9952e-05,5.7388e-05
-1.7519,1.1137,0.000835,0.049131,0.00061741,7.0352e-05,5.7707e-05
-1.7503,1.1137,0.00083851,0.049249,0.00062002,7.0711e-05,5.8103e-05
-1.7487,1.1138,0.00084202,0.049368,0.00062261,7.1074e-05,5.8496e-05
-1.7471,1.1139,0.0008455,0.049486,0.00062516,7.1441e-05,5.8887e-05
-1.7455,1.114,0.00084896,0.049605,0.00062769,7.1811e-05,5.9276e-05
-1.7439,1.1141,0.00085241,0.049723,0.0006302,7.2185e-05,5.9662e-05
-1.7423,1.1142,0.00085585,0.049842,0.00063267,7.2564e-05,6.0045e-05
-1.7407,1.1143,0.00085926,0.04996,0.00063512,7.2946e-05,6.0426e-05
-1.7391,1.115,0.00086424,0.050107,0.0006384,7.9499e-05,6.0648e-05
-1.7375,1.1151,0.00086791,0.050224,0.00064146,7.9944e-05,6.0997e-05
-1.7359,1.1152,0.00087157,0.050342,0.00064449,8.0392e-05,6.1344e-05
-1.7343,1.1153,0.00087522,0.050459,0.00064749,8.0844e-05,6.1689e-05
-1.7327,1.1154,0.00087886,0.050576,0.00065047,8.1299e-05,6.2032e-05
-1.7311,1.1155,0.00088248,0.050694,0.00065342,8.1757e-05,6.2373e-05
-1.7295,1.1156,0.0008861,0.050811,0.00065634,8.2219e-05,6.2711e-05
-1.7279,1.115,0.00088916,0.050898,0.00065884,7.6369e-05,6.3235e-05
-1.7263,1.1151,0.00089277,0.051016,0.00066176,7.6818e-05,6.3584e-05
-1.7247,1.1151,0.00089638,0.051135,0.0006647,7.7268e-05,6.3942e-05
-1.7231,1.1152,0.00089999,0.051255,0.00066765,7.7719e-05,6.4308e-05
-1.7215,1.1153,0.00090361,0.051375,0.00067062,7.817e-05,6.4682e-05
-1.7199,1.1154,0.00090715,0.051498,0.00067369,7.8622e-05,6.5087e-05
-1.7183,1.1155,0.00091065,0.051622,0.00067676,7.9078e-05,6.5499e-05
-1.7167,1.1156,0.00091413,0.051745,0.00067981,7.9539e-05,6.5908e-05
-1.7151,1.1157,0.00091758,0.051869,0.00068283,8.0003e-05,6.6316e-05
-1.7135,1.1157,0.00092102,0.051993,0.00068583,8.0472e-05,6.6723e-05
-1.7119,1.1158,0.00092442,0.052117,0.00068879,8.0945e-05,6.7127e-05
-1.7103,1.1159,0.00092781,0.052241,0.00069173,8.1422e-05,6.753e-05
-1.7087,1.116,0.0009314,0.052363,0.00069488,8.1922e-05,6.7906e-05
-1.7071,1.1161,0.00093513,0.052486,0.00069817,8.2424e-05,6.8284e-05
-1.7055,1.1162,0.00093916,0.052612,0.00070171,8.2899e-05,6.8724e-05
-1.7039,1.1163,0.00094317,0.052738,0.00070521,8.3379e-05,6.9161e-05
-1.7023,1.1164,0.00094717,0.052864,0.00070868,8.3863e-05,6.9595e-05
-1.7007,1.1164,0.00095117,0.052989,0.00071211,8.4349e-05,7.0026e-05
-1.6991,1.1165,0.0009553,0.053114,0.00071546,8.4833e-05,7.0445e-05
-1.6975,1.1166,0.00095941,0.053238,0.00071877,8.5321e-05,7.0861e-05
-1.6959,1.1167,0.00096351,0.053363,0.00072206,8.5813e-05,7.1275e-05
-1.6943,1.1168,0.00096759,0.053487,0.00072532,8.6309e-05,7.1686e-05
-1.6927,1.1169,0.00097165,0.053612,0.00072854,8.681e-05,7.2094e-05
-1.6911,1.117,0.0009757,0.053736,0.00073173,8.7314e-05,7.25e-05
-1.6895,1.1171,0.00097973,0.053861,0.0007349,8.7822e-05,7.2904e-05
-1.6879,1.1171,0.00098375,0.053985,0.00073803,8.8334e-05,7.3305e-05
-1.6863,1.1172,0.00098775,0.05411,0.00074113,8.8851e-05,7.3703e-05
-1.6847,1.1173,0.00099194,0.054237,0.00074447,8.9361e-05,7.418e-05
-1.6831,1.1174,0.00099628,0.054367,0.00074803,8.9859e-05,7.4666e-05
-1.6815,1.1175,0.0010006,0.054496,0.00075156,9.0361e-05,7.5149e-05
-1.6799,1.1176,0.0010049,0.054626,0.00075505,9.0868e-05,7.563e-05
-1.6783,1.1177,0.0010092,0.054756,0.0007585,9.1379e-05,7.6108e-05
-1.6767,1.1178,0.0010135,0.054885,0.00076193,9.1894e-05,7.6583e-05
-1.6751,1.1179,0.0010177,0.055015,0.00076532,9.2414e-05,7.7055e-05
-1.6735,1.118,0.0010221,0.055144,0.00076892,9.2957e-05,7.7512e-05
-1.6719,1.118,0.0010264,0.055273,0.00077257,9.3512e-05,7.7963e-05
-1.6703,1.1181,0.0010307,0.055402,0.00077618,9.407e-05,7.841e-05
-1.6687,1.1182,0.001035,0.055531,0.00077977,9.4632e-05,7.8856e-05
-1.6671,1.1183,0.0010393,0.05566,0.00078331,9.5199e-05,7.9298e-05
-1.6655,1.1184,0.0010436,0.055789,0.00078683,9.577e-05,7.9738e-05
-1.6639,1.1185,0.0010479,0.055918,0.00079031,9.6345e-05,8.0175e-05
-1.6623,1.1186,0.0010522,0.056049,0.000794,9.6922e-05,8.0639e-05
-1.6607,1.1187,0.0010568,0.056183,0.00079818,9.7501e-05,8.1169e-05
-1.6591,1.1187,0.0010614,0.056318,0.00080234,9.8084e-05,8.1696e-05
-1.6575,1.1188,0.001066,0.056453,0.00080645,9.8671e-05,8.222e-05
-1.6559,1.1189,0.0010705,0.056588,0.00081053,9.9263e-05,8.2741e-05
-1.6543,1.119,0.0010751,0.056723,0.00081459,9.9859e-05,8.3253e-05
-1.6527,1.1191,0.00108,0.056855,0.00081869,0.00010046,8.374e-05
-1.6511,1.1192,0.0010848,0.056987,0.00082274,0.00010106,8.4225e-05
-1.6495,1.1193,0.0010896,0.057119,0.00082675,0.00010167,8.4708e-05
-1.6479,1.1194,0.0010944,0.057251,0.00083071,0.00010228,8.5188e-05
-1.6463,1.1195,0.0010992,0.057384,0.00083462,0.00010289,8.5666e-05
-1.6447,1.1195,0.0011039,0.057517,0.0008385,0.0001035,8.6163e-05
-1.6431,1.1196,0.0011088,0.057652,0.00084241,0.0001041,8.6695e-05
-1.6415,1.1197,0.0011136,0.057789,0.00084636,0.00010469,8.7246e-05
-1.6399,1.1198,0.0011185,0.057927,0.00085037,0.00010529,8.7814e-05
-1.6383,1.1199,0.0011234,0.058065,0.00085438,0.00010589,8.8388e-05
-1.6367,1.12,0.0011282,0.058204,0.00085836,0.00010649,8.8958e-05
-1.6351,1.1201,0.0011331,0.058342,0.00086229,0.0001071,8.9526e-05
-1.6335,1.1202,0.0011379,0.05848,0.00086619,0.00010771,9.0091e-05
-1.6319,1.1203,0.0011427,0.058619,0.00087006,0.00010833,9.0653e-05
-1.6303,1.1204,0.0011475,0.058757,0.00087388,0.00010895,9.1212e-05
-1.6287,1.1205,0.0011523,0.058895,0.00087767,0.00010958,9.1767e-05
-1.6271,1.1206,0.001157,0.059034,0.00088142,0.00011021,9.232e-05
-1.6255,1.1207,0.0011618,0.059172,0.00088514,0.00011085,9.287e-05
-1.6238,1.1207,0.0011665,0.05931,0.00088882,0.00011149,9.3416e-05
-1.6222,1.1208,0.0011712,0.059449,0.00089246,0.00011214,9.396e-05
-1.6206,1.1209,0.0011759,0.059587,0.00089607,0.00011279,9.4501e-05
-1.619,1.121,0.0011806,0.059725,0.00089964,0.00011344,9.5038e-05
-1.6174,1.1211,0.0011855,0.059863,0.00090351,0.00011412,9.5559e-05
-1.6158,1.1212,0.0011908,0.060006,0.00090848,0.00011483,9.618e-05
-1.6142,1.1213,0.0011963,0.06015,0.00091317,0.0001155,9.6817e-05
-1.6126,1.1214,0.0012018,0.060293,0.00091781,0.00011618,9.7451e-05
-1.611,1.1215,0.0012072,0.060437,0.00092242,0.00011686,9.8081e-05
-1.6094,1.1216,0.0012126,0.06058,0.00092698,0.00011754,9.8708e-05
-1.6078,1.1217,0.001218,0.060724,0.0009315,0.00011824,9.9332e-05
-1.6062,1.1218,0.0012234,0.060867,0.00093598,0.00011893,9.9952e-05
-1.6046,1.1218,0.0012287,0.061011,0.00094042,0.00011963,0.00010057
-1.603,1.1219,0.0012341,0.061154,0.00094481,0.00012034,0.00010118
-1.6014,1.122,0.0012394,0.061298,0.00094917,0.00012105,0.00010179
-1.5998,1.1221,0.0012447,0.061442,0.00095348,0.00012176,0.0001024
-1.5982,1.1222,0.00125,0.061585,0.00095775,0.00012248,0.00010301
-1.5966,1.1223,0.0012553,0.061729,0.00096198,0.00012321,0.00010361
-1.595,1.1224,0.0012605,0.061872,0.00096617,0.00012394,0.0001042
-1.5934,1.1225,0.0012658,0.062016,0.00097032,0.00012468,0.0001048
-1.5918,1.1226,0.001271,0.062159,0.00097443,0.00012542,0.00010539
-1.5902,1.1227,0.0012764,0.062306,0.00097902,0.00012617,0.00010603
-1.5886,1.1228,0.0012824,0.062455,0.00098416,0.00012692,0.00010675
-1.587,1.1229,0.0012883,0.062604,0.00098925,0.00012767,0.00010745
-1.5854,1.123,0.0012942,0.062754,0.0009943,0.00012843,0.00010816
-1.5838,1.1231,0.0013001,0.062903,0.0009993,0.0001292,0.00010886
-1.5822,1.1231,0.0013059,0.063052,0.0010043,0.00012997,0.00010956
-1.5806,1.1232,0.0013118,0.063202,0.0010092,0.00013074,0.00011026
-1.579,1.1233,0.0013176,0.063351,0.001014,0.00013152,0.00011095
-1.5774,1.1234,0.0013234,0.0635,0.0010189,0.00013231,0.00011164
-1.5758,1.1235,0.0013292,0.06365,0.0010236,0.0001331,0.00011232
-1.5742,1.1236,0.001335,0.063799,0.0010284,0.00013389,0.000113
-1.5726,1.1237,0.0013408,0.063948,0.0010331,0.00013469,0.00011368
-1.571,1.1238,0.0013465,0.064098,0.0010377,0.0001355,0.00011435
-1.5694,1.1239,0.0013522,0.064247,0.0010423,0.00013631,0.00011502
-1.5678,1.124,0.0013579,0.064396,0.0010469,0.00013713,0.00011569
-1.5662,1.1241,0.0013636,0.064546,0.0010514,0.00013795,0.00011635
-1.5646,1.1248,0.0013702,0.064734,0.0010566,0.00014691,0.00011677
-1.563,1.1243,0.0013758,0.064851,0.0010616,0.00013962,0.00011781
-1.5614,1.1244,0.0013822,0.065006,0.0010672,0.00014046,0.0001186
-1.5598,1.1245,0.0013886,0.065161,0.0010727,0.0001413,0.00011939
-1.5582,1.1246,0.0013951,0.065317,0.0010782,0.00014215,0.00012017
-1.5566,1.1246,0.0014014,0.065472,0.0010837,0.000143,0.00012095
-1.555,1.1247,0.0014078,0.065628,0.001089,0.00014386,0.00012173
-1.5534,1.1248,0.0014142,0.065783,0.0010944,0.00014472,0.0001225
-1.5518,1.1249,0.0014205,0.065938,0.0010997,0.00014559,0.00012327
-1.5502,1.125,0.0014268,0.066094,0.0011049,0.00014647,0.00012403
-1.5486,1.1251,0.0014331,0.066249,0.0011101,0.00014735,0.0001248
-1.547,1.1252,0.0014394,0.066405,0.0011153,0.00014823,0.00012555
-1.5454,1.1253,0.0014457,0.06656,0.0011204,0.00014912,0.00012631
-1.5438,1.1254,0.0014519,0.066716,0.0011254,0.00015002,0.00012706
-1.5422,1.1255,0.0014581,0.066871,0.0011304,0.00015092,0.0001278
-1.5406,1.1256,0.0014643,0.067026,0.0011354,0.00015183,0.00012854
-1.539,1.1257,0.0014705,0.067182,0.0011403,0.00015274,0.00012928
-1.5374,1.1258,0.0014773,0.067341,0.0011461,0.00015366,0.00013013
-1.5358,1.1259,0.0014846,0.067504,0.0011524,0.00015459,0.00013104
-1.5342,1.126,0.0014918,0.067666,0.0011587,0.00015551,0.00013195
-1.5326,1.1261,0.0014991,0.067829,0.0011649,0.00015645,0.00013286
-1.531,1.1262,0.0015063,0.067991,0.0011711,0.00015739,0.00013377
-1.5294,1.1263,0.0015135,0.068154,0.0011772,0.00015833,0.00013467
-1.5278,1.1264,0.0015207,0.068316,0.0011833,0.00015929,0.00013557
-1.5262,1.1265,0.0015278,0.068479,0.0011894,0.00016024,0.00013647
-1.5246,1.1265,0.001535,0.068641,0.0011954,0.00016121,0.00013736
-1.523,1.1266,0.0015421,0.068804,0.0012013,0.00016218,0.00013825
-1.5214,1.1267,0.0015493,0.068967,0.0012072,0.00016315,0.00013913
-1.5198,1.1268,0.0015564,0.069129,0.001213,0.00016413,0.00014001
-1.5182,1.1269,0.0015635,0.069292,0.0012189,0.00016512,0.00014089
-1.5166,1.1277,0.0015715,0.069496,0.0012254,0.00017489,0.00014149
-1.515,1.1278,0.0015786,0.069659,0.0012311,0.00017592,0.00014236
-1.5134,1.1272,0.001582,0.069767,0.0012339,0.00016827,0.00014307
-1.5118,1.1273,0.0015894,0.069934,0.0012404,0.00016933,0.00014401
-1.5102,1.1274,0.0015968,0.070101,0.001247,0.00017039,0.00014496
-1.5086,1.1275,0.001604,0.070264,0.0012524,0.00017138,0.00014583
-1.507,1.1276,0.0016113,0.07043,0.0012586,0.00017243,0.00014676
-1.5054,1.1277,0.0016187,0.070597,0.0012648,0.00017349,0.00014769
-1.5038,1.1278,0.0016262,0.070763,0.0012709,0.00017453,0.00014863
-1.5022,1.1279,0.0016337,0.070929,0.0012769,0.00017557,0.00014957
-1.5006,1.128,0.0016417,0.071097,0.0012829,0.00017655,0.00015058
-1.499,1.1281,0.0016489,0.071265,0.0012893,0.00017768,0.0001515
-1.4974,1.1282,0.0016563,0.071433,0.0012956,0.0001788,0.00015243
-1.4958,1.1283,0.0016636,0.071601,0.001302,0.00017993,0.00015337
-1.4942,1.1284,0.0016736,0.071791,0.0013131,0.00018118,0.00015482
-1.4926,1.1285,0.0016814,0.07196,0.0013196,0.00018228,0.00015581
-1.491,1.1286,0.0016891,0.07213,0.001326,0.00018339,0.0001568
-1.4894,1.1287,0.0016968,0.0723,0.0013322,0.0001845,0.00015778
-1.4878,1.1287,0.0017045,0.072469,0.0013384,0.00018561,0.00015876
-1.4862,1.1288,0.0017122,0.072639,0.0013446,0.00018673,0.00015973
-1.4846,1.1289,0.0017199,0.072808,0.0013507,0.00018786,0.0001607
-1.483,1.129,0.0017276,0.072978,0.0013567,0.00018899,0.00016166
-1.4814,1.1291,0.0017353,0.073148,0.0013627,0.00019013,0.00016263
-1.4798,1.1292,0.001743,0.073318,0.0013687,0.00019127,0.00016359
-1.4782,1.1293,0.0017506,0.073488,0.0013746,0.00019242,0.00016455
-1.4766,1.1294,0.0017583,0.073658,0.0013805,0.00019358,0.0001655
