y,P
-1.4503,0.14073
-1.4476,0.14135
-1.445,0.14197
-1.4423,0.14259
-1.4396,0.14322
-1.437,0.14384
-1.4343,0.14447
-1.4316,0.1451
-1.429,0.14574
-1.4263,0.14637
-1.4236,0.14701
-1.4209,0.14766
-1.4183,0.1483
-1.4156,0.14925
-1.4129,0.14963
-1.4103,0.15031
-1.4076,0.15099
-1.4049,0.15167
-1.4023,0.15234
-1.3996,0.15302
-1.3969,0.1537
-1.3943,0.1544
-1.3916,0.15509
-1.3889,0.15579
-1.3863,0.15648
-1.3836,0.15749
-1.3809,0.15818
-1.3783,0.15891
-1.3756,0.15963
-1.3729,0.16004
-1.3702,0.16075
-1.3676,0.16147
-1.3649,0.16219
-1.3622,0.16293
-1.3596,0.16368
-1.3569,0.16442
-1.3542,0.16516
-1.3516,0.1659
-1.3489,0.16663
-1.3462,0.16741
-1.3436,0.16818
-1.3409,0.16896
-1.3382,0.16973
-1.3356,0.17051
-1.3329,0.17128
-1.3302,0.17206
-1.3276,0.17284
-1.3249,0.17363
-1.3222,0.17443
-1.3195,0.17523
-1.3169,0.17603
-1.3142,0.1772
-1.3115,0.17803
-1.3089,0.17887
-1.3062,0.1797
-1.3035,0.18052
-1.3009,0.18134
-1.2982,0.18219
-1.2955,0.18305
-1.2929,0.18391
-1.2902,0.18476
-1.2875,0.18561
-1.2849,0.18648
-1.2822,0.18736
-1.2795,0.18827
-1.2769,0.18915
-1.2742,0.19002
-1.2715,0.1909
-1.2688,0.19179
-1.2662,0.1927
-1.2635,0.19362
-1.2608,0.19453
-1.2582,0.19544
-1.2555,0.19638
-1.2528,0.19732
-1.2502,0.19825
-1.2475,0.19919
-1.2448,0.20012
-1.2422,0.20106
-1.2395,0.20203
-1.2368,0.203
-1.2342,0.20396
-1.2315,0.20493
-1.2288,0.20589
-1.2262,0.20729
-1.2235,0.2083
-1.2208,0.20931
-1.2181,0.21032
-1.2155,0.21134
-1.2128,0.21196
-1.2101,0.21301
-1.2075,0.21405
-1.2048,0.21509
-1.2021,0.21613
-1.1995,0.21719
-1.1968,0.21824
-1.1941,0.2193
-1.1915,0.22036
-1.1888,0.22143
-1.1861,0.22254
-1.1835,0.22364
-1.1808,0.22474
-1.1781,0.22583
-1.1755,0.22697
-1.1728,0.22806
-1.1701,0.2292
-1.1674,0.23036
-1.1648,0.23149
-1.1621,0.23309
-1.1594,0.23425
-1.1568,0.23495
-1.1541,0.23613
-1.1514,0.23731
-1.1488,0.2385
-1.1461,0.23969
-1.1434,0.24088
-1.1408,0.24213
-1.1381,0.24333
-1.1354,0.24458
-1.1328,0.24582
-1.1301,0.24706
-1.1274,0.24829
-1.1247,0.24954
-1.1221,0.25082
-1.1194,0.25211
-1.1167,0.2534
-1.1141,0.25469
-1.1114,0.25598
-1.1087,0.25727
-1.1061,0.25858
-1.1034,0.25991
-1.1007,0.26131
-1.0981,0.26266
-1.0954,0.26454
-1.0927,0.26589
-1.0901,0.26726
-1.0874,0.26813
-1.0847,0.26954
-1.0821,0.27095
-1.0794,0.27236
-1.0767,0.27379
-1.074,0.27521
-1.0714,0.27667
-1.0687,0.27814
-1.066,0.27962
-1.0634,0.28107
-1.0607,0.28256
-1.058,0.28403
-1.0554,0.28559
-1.0527,0.28711
-1.05,0.28862
-1.0474,0.29073
-1.0447,0.29229
-1.042,0.29386
-1.0394,0.29482
-1.0367,0.29641
-1.034,0.29798
-1.0314,0.29959
-1.0287,0.30121
-1.026,0.30282
-1.0233,0.30507
-1.0207,0.30674
-1.018,0.30842
-1.0153,0.3101
-1.0127,0.31187
-1.01,0.31297
-1.0073,0.3147
-1.0047,0.31704
-1.002,0.31879
-0.99933,0.32055
-0.99666,0.32169
-0.994,0.32348
-0.99133,0.32528
-0.98866,0.32708
-0.98599,0.32898
-0.98332,0.33087
-0.98065,0.33277
-0.97799,0.33481
-0.97532,0.33689
-0.97265,0.33967
-0.96998,0.34181
-0.96731,0.34323
-0.96464,0.3454
-0.96197,0.34749
-0.95931,0.3496
-0.95664,0.35185
-0.95397,0.35407
-0.9513,0.35634
-0.94863,0.35886
-0.94596,0.36109
-0.9433,0.36412
-0.94063,0.36651
-0.93796,0.36831
-0.93529,0.37076
-0.93262,0.37333
-0.92995,0.37592
-0.92728,0.37849
-0.92462,0.38106
-0.92195,0.38364
-0.91928,0.38692
-0.91661,0.38962
-0.91394,0.39233
-0.91127,0.39399
-0.90861,0.39607
-0.90594,0.39839
-0.90327,0.40073
-0.9006,0.40309
-0.89793,0.40546
-0.89526,0.40801
-0.8926,0.4106
-0.88993,0.41318
-0.88726,0.4163
-0.88459,0.41975
-0.88192,0.42321
-0.87925,0.42678
-0.87658,0.43065
-0.87392,0.43477
-0.87125,0.43886
-0.86858,0.44293
-0.86591,0.44798
-0.86324,0.4525
-0.86057,0.45728
-0.85791,0.46208
-0.85524,0.46567
-0.85257,0.4704
-0.8499,0.4764
-0.84723,0.47999
-0.84456,0.48242
-0.84189,0.48589
-0.83923,0.48938
-0.83656,0.49307
-0.83389,0.49712
-0.83122,0.50099
-0.82855,0.50487
-0.82588,0.50952
-0.82322,0.51432
-0.82055,0.51914
-0.81788,0.52468
-0.81521,0.53128
-0.81254,0.53787
-0.80987,0.54446
-0.8072,0.5506
-0.80454,0.55723
-0.80187,0.56387
-0.7992,0.57054
-0.79653,0.57745
-0.79386,0.58438
-0.79119,0.59077
-0.78853,0.59752
-0.78586,0.60437
-0.78319,0.61122
-0.78052,0.61856
-0.77785,0.62769
-0.77518,0.63531
-0.77252,0.64324
-0.76985,0.65021
-0.76718,0.65904
-0.76451,0.66798
-0.76184,0.67794
-0.75917,0.68795
-0.7565,0.69802
-0.75384,0.70998
-0.75117,0.71688
-0.7485,0.72546
-0.74583,0.73408
-0.74316,0.7425
-0.74049,0.75058
-0.73783,0.7587
-0.73516,0.76862
-0.73249,0.77621
-0.72982,0.78586
-0.72715,0.79632
-0.72448,0.80748
-0.72181,0.81823
-0.71915,0.83008
-0.71648,0.84201
-0.71381,0.8548
-0.71114,0.86909
-0.70847,0.88375
-0.7058,0.89852
-0.70314,0.9138
-0.70047,0.93099
-0.6978,0.94768
-0.69513,0.96324
-0.69246,0.97747
-0.68979,0.99216
-0.68712,1.0077
-0.68446,1.0237
-0.68179,1.0382
-0.67912,1.0529
-0.67645,1.0674
-0.67378,1.0825
-0.67111,1.0948
-0.66845,1.1098
-0.66578,1.125
-0.66311,1.1404
-0.66044,1.1472
-0.65777,1.1607
-0.6551,1.1756
-0.65243,1.1894
-0.64977,1.2046
-0.6471,1.2197
-0.64443,1.2305
-0.64176,1.2429
-0.63909,1.2556
-0.63642,1.265
-0.63376,1.2733
-0.63109,1.2842
-0.62842,1.2895
-0.62575,1.2972
-0.62308,1.3051
-0.62041,1.311
-0.61775,1.3183
-0.61508,1.3239
-0.61241,1.3273
-0.60974,1.3304
-0.60707,1.3309
-0.6044,1.3295
-0.60173,1.3275
-0.59907,1.3197
-0.5964,1.3145
-0.59373,1.3107
-0.59106,1.3031
-0.58839,1.2922
-0.58572,1.2811
-0.58306,1.2691
-0.58039,1.2552
-0.57772,1.2441
-0.57505,1.2301
-0.57238,1.213
-0.56971,1.1982
-0.56704,1.1841
-0.56438,1.1681
-0.56171,1.1559
-0.55904,1.1419
-0.55637,1.1251
-0.5537,1.1066
-0.55103,1.0887
-0.54837,1.071
-0.5457,1.0534
-0.54303,1.0326
-0.54036,1.0112
-0.53769,0.99
-0.53502,0.96915
-0.53235,0.94887
-0.52969,0.92874
-0.52702,0.90924
-0.52435,0.89109
-0.52168,0.87294
-0.51901,0.85461
-0.51634,0.83672
-0.51368,0.81882
-0.51101,0.80175
-0.50834,0.78413
-0.50567,0.76662
-0.503,0.74974
-0.50033,0.73156
-0.49767,0.7143
-0.495,0.69705
-0.49233,0.6819
-0.48966,0.66395
-0.48699,0.64711
-0.48432,0.63086
-0.48165,0.61524
-0.47899,0.59949
-0.47632,0.5838
-0.47365,0.56859
-0.47098,0.55291
-0.46831,0.53658
-0.46564,0.52075
-0.46298,0.50706
-0.46031,0.49409
-0.45764,0.48189
-0.45497,0.46874
-0.4523,0.45645
-0.44963,0.44382
-0.44696,0.43291
-0.4443,0.42205
-0.44163,0.41092
-0.43896,0.40072
-0.43629,0.38934
-0.43362,0.37812
-0.43095,0.36723
-0.42829,0.3563
-0.42562,0.34589
-0.42295,0.33583
-0.42028,0.32594
-0.41761,0.31637
-0.41494,0.30673
-0.41227,0.29697
-0.40961,0.28801
-0.40694,0.27976
-0.40427,0.27223
-0.4016,0.26546
-0.39893,0.25912
-0.39626,0.25327
-0.3936,0.24772
-0.39093,0.24109
-0.38826,0.23506
-0.38559,0.22885
-0.38292,0.22292
-0.38025,0.21752
-0.37759,0.21241
-0.37492,0.2081
-0.37225,0.20463
-0.36958,0.20052
-0.36691,0.1974
-0.36424,0.19449
-0.36157,0.19103
-0.35891,0.18814
-0.35624,0.18524
-0.35357,0.18168
-0.3509,0.17857
-0.34823,0.17575
-0.34556,0.17287
-0.3429,0.17033
-0.34023,0.16787
-0.33756,0.16529
-0.33489,0.16309
-0.33222,0.16083
-0.32955,0.15874
-0.32688,0.15693
-0.32422,0.15519
-0.32155,0.15345
-0.31888,0.15176
-0.31621,0.14983
-0.31354,0.14807
-0.31087,0.14616
-0.30821,0.14464
-0.30554,0.1429
-0.30287,0.14153
-0.3002,0.14006
-0.29753,0.13808
-0.29486,0.13615
-0.29219,0.13442
-0.28953,0.13291
-0.28686,0.13104
-0.28419,0.12981
-0.28152,0.12877
-0.27885,0.12783
-0.27618,0.12695
-0.27352,0.12592
-0.27085,0.1247
-0.26818,0.12347
-0.26551,0.12209
-0.26284,0.12072
-0.26017,0.11935
-0.25751,0.11787
-0.25484,0.11669
-0.25217,0.11479
-0.2495,0.11273
-0.24683,0.11089
-0.24416,0.10907
-0.24149,0.10757
-0.23883,0.10567
-0.23616,0.10431
-0.23349,0.10305
-0.23082,0.10232
-0.22815,0.10126
-0.22548,0.10017
-0.22282,0.099003
-0.22015,0.0978
-0.21748,0.096645
-0.21481,0.095749
-0.21214,0.094713
-0.20947,0.09379
-0.2068,0.093118
-0.20414,0.092572
-0.20147,0.092209
-0.1988,0.091881
-0.19613,0.092088
-0.19346,0.091733
-0.19079,0.091667
-0.18813,0.091605
-0.18546,0.091519
-0.18279,0.091346
-0.18012,0.091234
-0.17745,0.091138
-0.17478,0.09118
-0.17211,0.090675
-0.16945,0.090429
-0.16678,0.090166
-0.16411,0.089725
-0.16144,0.089098
-0.15877,0.088678
-0.1561,0.088277
-0.15344,0.087977
-0.15077,0.087765
-0.1481,0.0876
-0.14543,0.088038
-0.14276,0.088157
-0.14009,0.08853
-0.13742,0.089166
-0.13476,0.089841
-0.13209,0.090951
-0.12942,0.092074
-0.12675,0.093005
-0.12408,0.093838
-0.12141,0.094503
-0.11875,0.095484
-0.11608,0.096322
-0.11341,0.097302
-0.11074,0.098548
-0.10807,0.099925
-0.1054,0.10132
-0.10274,0.10198
-0.10007,0.10208
-0.097398,0.10292
-0.09473,0.10373
-0.092061,0.10459
-0.089393,0.10551
-0.086724,0.10636
-0.084056,0.10667
-0.081388,0.10702
-0.078719,0.10756
-0.076051,0.10816
-0.073382,0.10878
-0.070714,0.10921
-0.068045,0.10944
-0.065377,0.10968
-0.062708,0.11007
-0.06004,0.11041
-0.057372,0.11068
-0.054703,0.11104
-0.052035,0.11115
-0.049366,0.1115
-0.046698,0.11185
-0.044029,0.11215
-0.041361,0.11194
-0.038692,0.11198
-0.036024,0.11189
-0.033356,0.11188
-0.030687,0.11174
-0.028019,0.11164
-0.02535,0.11196
-0.022682,0.11208
-0.020013,0.11215
-0.017345,0.1119
-0.014676,0.112
-0.012008,0.11218
-0.0093396,0.11237
-0.0066711,0.11276
-0.0040027,0.11288
-0.0013342,0.1128
0.0013342,0.11274
0.0040027,0.11253
0.0066711,0.1125
0.0093396,0.11267
0.012008,0.11233
0.014676,0.11246
0.017345,0.11258
0.020013,0.11251
0.022682,0.11251
0.02535,0.11242
0.028019,0.11284
0.030687,0.11252
0.033356,0.11238
0.036024,0.11217
0.038692,0.1118
0.041361,0.11136
0.044029,0.11071
0.046698,0.1103
0.049366,0.11047
0.052035,0.11053
0.054703,0.11036
0.057372,0.10989
0.06004,0.10927
0.062708,0.10871
0.065377,0.10809
0.068045,0.10747
0.070714,0.10696
0.073382,0.10615
0.076051,0.10535
0.078719,0.10481
0.081388,0.10433
0.084056,0.10411
0.086724,0.10398
0.089393,0.10311
0.092061,0.10309
0.09473,0.10317
0.097398,0.10323
0.10007,0.10292
0.10274,0.10232
0.1054,0.10183
0.10807,0.10114
0.11074,0.10073
0.11341,0.10056
0.11608,0.10059
0.11875,0.10074
0.12141,0.10085
0.12408,0.10124
0.12675,0.10173
0.12942,0.10248
0.13209,0.10332
0.13476,0.10409
0.13742,0.10457
0.14009,0.10524
0.14276,0.10591
0.14543,0.10721
0.1481,0.10808
0.15077,0.10879
0.15344,0.10955
0.1561,0.11034
0.15877,0.11112
0.16144,0.11185
0.16411,0.11255
0.16678,0.11315
0.16945,0.11383
0.17211,0.11455
0.17478,0.11554
0.17745,0.11678
0.18012,0.11763
0.18279,0.11845
0.18546,0.11875
0.18813,0.11884
0.19079,0.1191
0.19346,0.1197
0.19613,0.12033
0.1988,0.12069
0.20147,0.12143
0.20414,0.12224
0.2068,0.12311
0.20947,0.12429
0.21214,0.12559
0.21481,0.12682
0.21748,0.1278
0.22015,0.12878
0.22282,0.13012
0.22548,0.13152
0.22815,0.13306
0.23082,0.13457
0.23349,0.13602
0.23616,0.13713
0.23883,0.13799
0.24149,0.13886
0.24416,0.13984
0.24683,0.14088
0.2495,0.14254
0.25217,0.1439
0.25484,0.14492
0.25751,0.14613
0.26017,0.14742
0.26284,0.14867
0.26551,0.14976
0.26818,0.15112
0.27085,0.15207
0.27352,0.15208
0.27618,0.15269
0.27885,0.15317
0.28152,0.15382
0.28419,0.15464
0.28686,0.15532
0.28953,0.15624
0.29219,0.15705
0.29486,0.15774
0.29753,0.15834
0.3002,0.15892
0.30287,0.15967
0.30554,0.16057
0.30821,0.16154
0.31087,0.16267
0.31354,0.16384
0.31621,0.16532
0.31888,0.16684
0.32155,0.16871
0.32422,0.17074
0.32688,0.17265
0.32955,0.17475
0.33222,0.17779
0.33489,0.18053
0.33756,0.18332
0.34023,0.18633
0.3429,0.18992
0.34556,0.19363
0.34823,0.19753
0.3509,0.20157
0.35357,0.20592
0.35624,0.21046
0.35891,0.21484
0.36157,0.21911
0.36424,0.22357
0.36691,0.22859
0.36958,0.23281
0.37225,0.23756
0.37492,0.24223
0.37759,0.24768
0.38025,0.25236
0.38292,0.25719
0.38559,0.26179
0.38826,0.26724
0.39093,0.27316
0.3936,0.27931
0.39626,0.28611
0.39893,0.29332
0.4016,0.30072
0.40427,0.30865
0.40694,0.31672
0.40961,0.3251
0.41227,0.3339
0.41494,0.34321
0.41761,0.35238
0.42028,0.36019
0.42295,0.36901
0.42562,0.37808
0.42829,0.38693
0.43095,0.39684
0.43362,0.40703
0.43629,0.41777
0.43896,0.42909
0.44163,0.44074
0.4443,0.45301
0.44696,0.4657
0.44963,0.47873
0.4523,0.49007
0.45497,0.50168
0.45764,0.51422
0.46031,0.52783
0.46298,0.54168
0.46564,0.55634
0.46831,0.56984
0.47098,0.58382
0.47365,0.59807
0.47632,0.61219
0.47899,0.62584
0.48165,0.64011
0.48432,0.65491
0.48699,0.66951
0.48966,0.68464
0.49233,0.6994
0.495,0.71389
0.49767,0.72922
0.50033,0.74593
0.503,0.7603
0.50567,0.77574
0.50834,0.79167
0.51101,0.8078
0.51368,0.8242
0.51634,0.84231
0.51901,0.85464
0.52168,0.86875
0.52435,0.88386
0.52702,0.90019
0.52969,0.91618
0.53235,0.93211
0.53502,0.94661
0.53769,0.96077
0.54036,0.9753
0.54303,0.99031
0.5457,1.0052
0.54837,1.0192
0.55103,1.0336
0.5537,1.0482
0.55637,1.0649
0.55904,1.0786
0.56171,1.0934
0.56438,1.1016
0.56704,1.1139
0.56971,1.1266
0.57238,1.1393
0.57505,1.1495
0.57772,1.1624
0.58039,1.174
0.58306,1.1811
0.58572,1.1895
0.58839,1.198
0.59106,1.2054
0.59373,1.2115
0.5964,1.2191
0.59907,1.2277
0.60173,1.2367
0.6044,1.2462
0.60707,1.2493
0.60974,1.2561
0.61241,1.2634
0.61508,1.2701
0.61775,1.2735
0.62041,1.2771
0.62308,1.2781
0.62575,1.2788
0.62842,1.275
0.63109,1.2677
0.63376,1.2604
0.63642,1.2522
0.63909,1.2416
0.64176,1.2366
0.64443,1.2261
0.6471,1.2163
0.64977,1.2036
0.65243,1.191
0.6551,1.1778
0.65777,1.1641
0.66044,1.1512
0.66311,1.1356
0.66578,1.1202
0.66845,1.1049
0.67111,1.0897
0.67378,1.0749
0.67645,1.0602
0.67912,1.0441
0.68179,1.0298
0.68446,1.0128
0.68712,0.99372
0.68979,0.97472
0.69246,0.9562
0.69513,0.93866
0.6978,0.92123
0.70047,0.90488
0.70314,0.88898
0.7058,0.87396
0.70847,0.85939
0.71114,0.84629
0.71381,0.83529
0.71648,0.82333
0.71915,0.81204
0.72181,0.80077
0.72448,0.78954
0.72715,0.77617
0.72982,0.76554
0.73249,0.75525
0.73516,0.74556
0.73783,0.73576
0.74049,0.72782
0.74316,0.71903
0.74583,0.70899
0.7485,0.70047
0.75117,0.69197
0.75384,0.68345
0.7565,0.67419
0.75917,0.66509
0.76184,0.65617
0.76451,0.64804
0.76718,0.63985
0.76985,0.63208
0.77252,0.62435
0.77518,0.61757
0.77785,0.61144
0.78052,0.60532
0.78319,0.59995
0.78586,0.59224
0.78853,0.58581
0.79119,0.57941
0.79386,0.57303
0.79653,0.56591
0.7992,0.55912
0.80187,0.5524
0.80454,0.54573
0.8072,0.53913
0.80987,0.53218
0.81254,0.52482
0.81521,0.5174
0.81788,0.50991
0.82055,0.50432
0.82322,0.4988
0.82588,0.49329
0.82855,0.4878
0.83122,0.48231
0.83389,0.47711
0.83656,0.47199
0.83923,0.46728
0.84189,0.46357
0.84456,0.45986
0.84723,0.45618
0.8499,0.4525
0.85257,0.44897
0.85524,0.4458
0.85791,0.44319
0.86057,0.44022
0.86324,0.43696
0.86591,0.43374
0.86858,0.42918
0.87125,0.42517
0.87392,0.42117
0.87658,0.41718
0.87925,0.41299
0.88192,0.40914
0.88459,0.405
0.88726,0.40129
0.88993,0.39782
0.8926,0.39427
0.89526,0.39077
0.89793,0.38727
0.9006,0.38401
0.90327,0.38086
0.90594,0.37771
0.90861,0.37476
0.91127,0.3722
0.91394,0.36965
0.91661,0.36787
0.91928,0.36541
0.92195,0.36338
0.92462,0.36105
0.92728,0.35872
0.92995,0.35567
0.93262,0.35329
0.93529,0.35082
0.93796,0.34837
0.94063,0.34592
0.9433,0.34377
0.94596,0.34138
0.94863,0.33972
0.9513,0.33599
0.95397,0.33432
0.95664,0.33196
0.95931,0.3304
0.96197,0.32829
0.96464,0.32624
0.96731,0.32427
0.96998,0.32209
0.97265,0.31953
0.97532,0.31748
0.97799,0.31543
0.98065,0.31421
0.98332,0.31231
0.98599,0.31043
0.98866,0.30794
0.99133,0.30622
0.994,0.30449
0.99666,0.30277
0.99933,0.30106
1.002,0.29942
1.0047,0.29777
1.0073,0.29612
1.01,0.29457
1.0127,0.29302
1.0153,0.29145
1.018,0.29043
1.0207,0.28879
1.0233,0.28658
1.026,0.285
1.0287,0.28343
1.0314,0.28244
1.034,0.28043
1.0367,0.27899
1.0394,0.27762
1.042,0.27613
1.0447,0.27464
1.0474,0.27316
1.05,0.27169
1.0527,0.27026
1.0554,0.26881
1.058,0.26741
1.0607,0.26607
1.0634,0.26525
1.066,0.26394
1.0687,0.26263
1.0714,0.26131
1.074,0.26
1.0767,0.25869
1.0794,0.2569
1.0821,0.25565
1.0847,0.25439
1.0874,0.25315
1.0901,0.25241
1.0927,0.25119
1.0954,0.24949
1.0981,0.24831
1.1007,0.24713
1.1034,0.24595
1.1061,0.24479
1.1087,0.24364
1.1114,0.24249
1.1141,0.24134
1.1167,0.24019
1.1194,0.23953
1.1221,0.23838
1.1247,0.23724
1.1274,0.23612
1.1301,0.23499
1.1328,0.23387
1.1354,0.23226
1.1381,0.23115
1.1408,0.23005
1.1434,0.22895
1.1461,0.22785
1.1488,0.22678
1.1514,0.22571
1.1541,0.22463
1.1568,0.22401
1.1594,0.22298
1.1621,0.22194
1.1648,0.2209
1.1674,0.21985
1.1701,0.21838
1.1728,0.21738
1.1755,0.21637
1.1781,0.21537
1.1808,0.21436
1.1835,0.21337
1.1861,0.21237
1.1888,0.21138
1.1915,0.21039
1.1941,0.2094
1.1968,0.20845
1.1995,0.20749
1.2021,0.20654
1.2048,0.206
1.2075,0.20502
1.2101,0.20409
1.2128,0.20276
1.2155,0.20182
1.2181,0.20089
1.2208,0.19995
1.2235,0.19903
1.2262,0.19811
1.2288,0.1972
1.2315,0.1963
1.2342,0.19543
1.2368,0.19451
1.2395,0.19366
1.2422,0.19279
1.2448,0.19193
1.2475,0.19104
1.2502,0.19018
1.2528,0.18933
1.2555,0.18849
1.2582,0.18764
1.2608,0.18679
1.2635,0.18594
1.2662,0.18509
1.2688,0.18462
1.2715,0.1838
1.2742,0.18299
1.2769,0.18219
1.2795,0.18137
1.2822,0.18056
1.2849,0.17974
1.2875,0.17857
1.2902,0.1778
1.2929,0.17703
1.2955,0.17625
1.2982,0.17548
1.3009,0.17471
1.3035,0.17394
1.3062,0.17313
1.3089,0.17237
1.3115,0.17161
1.3142,0.17086
1.3169,0.17011
1.3195,0.16935
1.3222,0.16898
1.3249,0.16824
1.3276,0.16717
1.3302,0.16644
1.3329,0.16571
1.3356,0.16498
1.3382,0.16425
1.3409,0.16352
1.3436,0.16279
1.3462,0.16207
1.3489,0.16137
1.3516,0.16068
1.3542,0.15998
1.3569,0.15928
1.3596,0.15859
1.3622,0.15789
1.3649,0.15719
1.3676,0.1565
1.3702,0.15581
1.3729,0.15514
1.3756,0.15448
1.3783,0.15382
1.3809,0.15316
1.3836,0.1525
1.3863,0.15183
1.3889,0.15118
1.3916,0.15054
1.3943,0.1499
1.3969,0.14926
1.3996,0.14892
1.4023,0.14827
1.4049,0.14762
1.4076,0.14698
1.4103,0.14605
1.4129,0.14544
1.4156,0.14483
1.4183,0.14423
1.4209,0.14362
1.4236,0.14301
1.4263,0.14241
1.429,0.1418
1.4316,0.14117
1.4343,0.14056
1.437,0.13997
1.4396,0.13938
1.4423,0.13879
1.445,0.1382
1.4476,0.1376
1.4503,0.13703
1.453,0.1365
1.4556,0.13593
1.4583,0.13536
1.461,0.13479
1.4636,0.13422
1.4663,0.13365
1.469,0.13307
1.4716,0.1325
1.4743,0.13193
1.477,0.13164
1.4797,0.1311
1.4823,0.1303
1.485,0.12976
1.4877,0.12922
1.4903,0.12868
1.493,0.12814
1.4957,0.1276
1.4983,0.12706
1.501,0.12651
1.5037,0.12599
1.5063,0.12548
1.509,0.12496
1.5117,0.12444
1.5143,0.12392
1.517,0.12341
1.5197,0.1229
1.5223,0.1224
1.525,0.12189
1.5277,0.12139
1.5304,0.12088
1.533,0.12038
1.5357,0.11987
1.5384,0.11937
1.541,0.11887
1.5437,0.11837
1.5464,0.11788
1.549,0.11741
1.5517,0.11693
