y-normalised,U-normalised
-1.9718866171003717, 0.03407981787048553
-1.9299721189591077, 0.03616204856787031
-1.888057620817844, 0.03853148349937707
-1.8461431226765799, 0.04097271948941461
-1.804228624535316, 0.04341395547945193
-1.762314126394052, 0.046070594645080676
-1.720399628252788, 0.04894263698630119
-1.6784851301115242, 0.05188648038605215
-1.6365706319702602, 0.05518932907845564
-1.5946561338289962, 0.058707580946450566
-1.5527416356877324, 0.0622258328144456
-1.5108271375464684, 0.06617489103362373
-1.4689126394052043, 0.07033935242839329
-1.4269981412639405, 0.07450381382316285
-1.3850836431226765, 0.07909908156911571
-1.3431691449814125, 0.08412515566625134
-1.3012546468401487, 0.08936663293897873
-1.2593401486988847, 0.09518251867994998
-1.2174256505576206, 0.10135740971357388
-1.1755111524163568, 0.10767590286425877
-1.1335966542750928, 0.11478420765877928
-1.0916821561338288, 0.122179716687422
-1.049767657992565, 0.13029323630136969
-1.007853159851301, 0.1390529654420919
-0.965938661710037, 0.14853070516811928
-0.9240241635687731, 0.15887005759651296
-0.8821096654275091, 0.17021462484433358
-0.8401951672862451, 0.18234900373598983
-0.7982806691449813, 0.19642201120796998
-0.7563661710037173, 0.2124336472602738
-0.7163568773234199, 0.2301254280821916
-0.6782527881040892, 0.24813313356164368
-0.6382434944237918, 0.26283799034869226
-0.5963289962825278, 0.2607557596513074
-0.5639405204460965, 0.24336793664383538
-0.5429832713754643, 0.22538655821917786
-0.5239312267657992, 0.20690496575342443
-0.5048791821561336, 0.18826541095890392
-0.485827137546468, 0.1697838184931505
-0.46677509293680286, 0.15177611301369853
-0.4477230483271373, 0.13519006849315052
-0.4267657992565055, 0.11778788527397244
-0.4039033457249066, 0.09975385273972581
-0.3791356877323415, 0.08211472602739711
-0.3505576208178436, 0.063751605308219
-0.320074349442379, 0.046573202054794316
-0.2876858736059478, 0.029899400684931354
-0.2495817843866166, 0.014047322540473028
-0.20766728624535302, 0.0007641267123286166
-0.165752788104089, -0.007780199252802156
-0.12383828996282498, -0.011011246886675208
-0.08192379182156095, -0.01007783312577848
-0.04000929368029693, -0.006559581257783442
0.0019052044609670915, -0.0015335071606478179
0.04381970260223067, 0.0037079701120795727
0.08573420074349469, 0.00729802303860505
0.12764869888475872, 0.007082619863013506
0.16956319702602274, 0.0034925669364880285
0.21147769516728676, -0.004405549501868111
0.2533921933085508, -0.017257938978829546
0.2914962825278815, -0.03319777397260282
0.3257899628252794, -0.049959332191780836
0.3581784386617106, -0.06864057148972624
0.38675650557620855, -0.08667930528375756
0.41152416356877364, -0.10441245719178105
0.4343866171003721, -0.12244648972602756
0.4553438661710043, -0.14045419520547964
0.47439591078066945, -0.15830393835616463
0.49344795539033504, -0.17599571917808232
0.5125000000000006, -0.1949511986301371
0.5315520446096658, -0.21295890410958918
0.552509293680298, -0.23209867294520548
0.5791821561338293, -0.2499023437500001
0.6153810408921938, -0.2603763231631384
0.6572955390334578, -0.25290901307596525
0.6973048327137552, -0.23546853595890416
0.7354089219330859, -0.21722388698630146
0.7754182156133833, -0.20078144458281466
0.8173327137546473, -0.18555962017434635
0.8592472118959114, -0.17256362858032404
0.9011617100371754, -0.16071645392278966
0.9430762081784394, -0.15001809620174367
0.984990706319703, -0.14046855541718561
1.026905204460967, -0.13113441780821944
1.068819702602231, -0.12316450031133264
1.110734200743495, -0.11548178704856804
1.152648698884759, -0.10815807907845598
1.194563197026023, -0.10162418275217955
1.2364776951672867, -0.09516208748443367
1.2783921933085511, -0.08934620174346208
1.3203066914498147, -0.08410472447073492
1.3622211895910783, -0.0789350482565383
1.4041356877323428, -0.07419617839352455
1.4460501858736063, -0.06952910958904135
1.4879646840148708, -0.06536464819427157
1.5298791821561344, -0.061415589975093665
1.5717936802973989, -0.05761013387297664
1.6137081784386624, -0.054163683063511936
1.655622676579926, -0.050932635429639106
1.6975371747211905, -0.04798879202988804
1.739451672862454, -0.045044948630137194
1.7813661710037185, -0.04217290628891668
1.823280669144982, -0.03965986924034892
1.8651951672862457, -0.037218633250311495
1.9071096654275101, -0.03506460149439605
1.9490241635687737, -0.03269516656288918
1.9814126394052054, -0.03135488013698651
