y-normalised,U-normalised
-1.9625797448165874, 0.036423841059602724
-1.908632376395535, 0.03947847682119199
-1.8546850079744823, 0.04281080674292581
-1.8007376395534296, 0.04623570138470812
-1.7467902711323768, 0.050030854906682576
-1.6928429027113245, 0.05401113786875378
-1.6388955342902718, 0.05817655027092106
-1.584948165869219, 0.06308248043347375
-1.5310007974481663, 0.06798841059602645
-1.477053429027114, 0.0737274232390126
-1.4231060606060613, 0.07946643588199875
-1.3691586921850085, 0.08585340156532206
-1.3152113237639558, 0.09288832028898253
-1.2612639553429035, 0.10075632149307645
-1.2073165869218507, 0.10890201685731482
-1.153369218500798, 0.11797335942203502
-1.0994218500797452, 0.12806291390728475
-1.045474481658693, 0.1392632450331126
-0.9915271132376402, 0.15148178807947021
-0.9375797448165875, 0.1650888019265503
-0.8836323763955347, 0.18017685129440097
-0.829685007974482, 0.1978567128236003
-0.7757376395534292, 0.21766556291390737
-0.7242424242424246, 0.2409826158940398
-0.6776515151515161, 0.2637113686534216
-0.6286084529505587, 0.28496011438892244
-0.5746610845295059, 0.29680839855508745
-0.5207137161084532, 0.2906991270319086
-0.46676634768740044, 0.2729267007826611
-0.4152711323763958, 0.2511647350993378
-0.36868022328548733, 0.22841335540838859
-0.3245414673046261, 0.20714403973509932
-0.2804027113237648, 0.18655353200883007
-0.23626395534290356, 0.16449227373068442
-0.19457735247208952, 0.14206332781456954
-0.15779505582137254, 0.11948084200567644
-0.12346491228070189, 0.09708017975402083
-0.08913476874003212, 0.07307947019867544
-0.05725677830941045, 0.051357615894039865
-0.025378787878788778, 0.028714522232734074
0.008951355661881877, 0.0054411069063387
0.04328149920255164, -0.01855960264900669
0.07761164274322141, -0.042123935666982026
0.11194178628389118, -0.06481551561021748
0.14627192982456094, -0.08634342478713353
0.1830542264752788, -0.10867135761589419
0.21983652312599666, -0.1305629139072848
0.25661881977671364, -0.15321812913907285
0.2934011164274315, -0.17609153263954602
0.32773125996810126, -0.19703760643330193
0.36206140350877103, -0.21900189214758758
0.3988437001594889, -0.24180256622516572
0.43807814992025484, -0.2650941639072848
0.4822169059011161, -0.28706208609271533
0.5337121212121207, -0.3045845875978328
0.5876594896331735, -0.3060656231186032
0.6391547049441781, -0.29052400662251654
0.6857456140350875, -0.2682477924944813
0.7298843700159487, -0.24550772626931572
0.7764752791068572, -0.22342384105960278
0.8279704944178627, -0.20276339554485268
0.8819178628389146, -0.1842504515352199
0.9358652312599673, -0.1682367549668875
0.9898125996810201, -0.15398178807947027
1.0437599681020728, -0.14139298615292017
1.0977073365231256, -0.1298223961468996
1.1516547049441783, -0.1196402769416014
1.205602073365231, -0.11019867549668882
1.2595494417862838, -0.10140502709211319
1.3134968102073357, -0.09335189644792297
1.3674441786283884, -0.0861318482841662
1.4213915470494412, -0.07946718844069833
1.475338915470494, -0.07335791691751958
1.5292862838915466, -0.06743377483443713
1.5832336523125994, -0.062435279951836176
1.6371810207336521, -0.05762191450933174
1.6911283891547049, -0.05327137266706794
1.7450757575757567, -0.04901339554485262
1.7990231259968095, -0.04503311258278142
1.8529704944178622, -0.0417007826610476
1.906917862838915, -0.038368452739313774
1.9608652312599677, -0.03522125225767603
1.9927432216905894, -0.03434188741721855
